suburb,flag,property_type,count,median,postcode,lat,long,match_status
Albert Park,group_1,1 Bed Flat,194,425,3206,-37.846534,144.95086,match
Albert Park,group_1,2 Bed Flat,156,600,3206,-37.846534,144.95086,match
Albert Park,group_1,3 bed flat,19,860,3206,-37.846534,144.95086,match
Albert Park,group_1,2 bed house,76,738,3206,-37.846534,144.95086,match
Albert Park,group_1,3 Bed House,86,1140,3206,-37.846534,144.95086,match
Albert Park,group_1,4 bed house,27,1475,3206,-37.846534,144.95086,match
Middle Park,group_1,1 Bed Flat,194,425,3206,-37.846534,144.95086,match
Middle Park,group_1,2 Bed Flat,156,600,3206,-37.846534,144.95086,match
Middle Park,group_1,3 bed flat,19,860,3206,-37.846534,144.95086,match
Middle Park,group_1,2 bed house,76,738,3206,-37.846534,144.95086,match
Middle Park,group_1,3 Bed House,86,1140,3206,-37.846534,144.95086,match
Middle Park,group_1,4 bed house,27,1475,3206,-37.846534,144.95086,match
Mitcham,group_100,1 Bed Flat,53,385,3132,-37.819222,145.196686,match
Mitcham,group_100,2 Bed Flat,227,460,3132,-37.819222,145.196686,match
Mitcham,group_100,3 bed flat,94,595,3132,-37.819222,145.196686,match
Mitcham,group_100,2 bed house,56,480,3132,-37.819222,145.196686,match
Mitcham,group_100,3 Bed House,179,560,3132,-37.819222,145.196686,match
Mitcham,group_100,4 bed house,60,678,3132,-37.819222,145.196686,match
Nunawading,group_100,1 Bed Flat,53,385,3131,-37.817798,145.174489,match
Nunawading,group_100,2 Bed Flat,227,460,3131,-37.817798,145.174489,match
Nunawading,group_100,3 bed flat,94,595,3131,-37.817798,145.174489,match
Nunawading,group_100,2 bed house,56,480,3131,-37.817798,145.174489,match
Nunawading,group_100,3 Bed House,179,560,3131,-37.817798,145.174489,match
Nunawading,group_100,4 bed house,60,678,3131,-37.817798,145.174489,match
Fawkner,group_101,1 Bed Flat,81,370,3060,-37.707326,144.967874,match
Fawkner,group_101,2 Bed Flat,476,450,3060,-37.707326,144.967874,match
Fawkner,group_101,3 bed flat,245,550,3060,-37.707326,144.967874,match
Fawkner,group_101,2 bed house,101,450,3060,-37.707326,144.967874,match
Fawkner,group_101,3 Bed House,356,510,3060,-37.707326,144.967874,match
Fawkner,group_101,4 bed house,77,600,3060,-37.707326,144.967874,match
Glenroy,group_101,1 Bed Flat,81,370,3046,-37.706578,144.927968,match
Glenroy,group_101,2 Bed Flat,476,450,3046,-37.706578,144.927968,match
Glenroy,group_101,3 bed flat,245,550,3046,-37.706578,144.927968,match
Glenroy,group_101,2 bed house,101,450,3046,-37.706578,144.927968,match
Glenroy,group_101,3 Bed House,356,510,3046,-37.706578,144.927968,match
Glenroy,group_101,4 bed house,77,600,3046,-37.706578,144.927968,match
Oak Park,group_101,1 Bed Flat,81,370,3046,-37.706578,144.927968,match
Oak Park,group_101,2 Bed Flat,476,450,3046,-37.706578,144.927968,match
Oak Park,group_101,3 bed flat,245,550,3046,-37.706578,144.927968,match
Oak Park,group_101,2 bed house,101,450,3046,-37.706578,144.927968,match
Oak Park,group_101,3 Bed House,356,510,3046,-37.706578,144.927968,match
Oak Park,group_101,4 bed house,77,600,3046,-37.706578,144.927968,match
Barwon Heads,group_102,1 Bed Flat,16,290,3227,-38.263052,144.40814,match
Barwon Heads,group_102,2 Bed Flat,43,445,3227,-38.263052,144.40814,match
Barwon Heads,group_102,3 bed flat,38,530,3227,-38.263052,144.40814,match
Barwon Heads,group_102,2 bed house,16,450,3227,-38.263052,144.40814,match
Barwon Heads,group_102,3 Bed House,173,530,3227,-38.263052,144.40814,match
Barwon Heads,group_102,4 bed house,165,600,3227,-38.263052,144.40814,match
Ocean Grove,group_102,1 Bed Flat,16,290,3226,-38.263811,144.523761,match
Ocean Grove,group_102,2 Bed Flat,43,445,3226,-38.263811,144.523761,match
Ocean Grove,group_102,3 bed flat,38,530,3226,-38.263811,144.523761,match
Ocean Grove,group_102,2 bed house,16,450,3226,-38.263811,144.523761,match
Ocean Grove,group_102,3 Bed House,173,530,3226,-38.263811,144.523761,match
Ocean Grove,group_102,4 bed house,165,600,3226,-38.263811,144.523761,match
Coburg North,group_104,1 Bed Flat,47,280,3058,-37.739901,144.964524,match
Coburg North,group_104,2 Bed Flat,290,460,3058,-37.739901,144.964524,match
Coburg North,group_104,3 bed flat,105,585,3058,-37.739901,144.964524,match
Coburg North,group_104,2 bed house,88,480,3058,-37.739901,144.964524,match
Coburg North,group_104,3 Bed House,148,578,3058,-37.739901,144.964524,match
Coburg North,group_104,4 bed house,50,718,3058,-37.739901,144.964524,match
Pascoe Vale,group_104,1 Bed Flat,47,280,3044,-37.731138,144.936356,match
Pascoe Vale,group_104,2 Bed Flat,290,460,3044,-37.731138,144.936356,match
Pascoe Vale,group_104,3 bed flat,105,585,3044,-37.731138,144.936356,match
Pascoe Vale,group_104,2 bed house,88,480,3044,-37.731138,144.936356,match
Pascoe Vale,group_104,3 Bed House,148,578,3044,-37.731138,144.936356,match
Pascoe Vale,group_104,4 bed house,50,718,3044,-37.731138,144.936356,match
Prahran,group_107,1 Bed Flat,728,430,3181,-37.854683,144.995504,match
Prahran,group_107,2 Bed Flat,750,600,3181,-37.854683,144.995504,match
Prahran,group_107,3 bed flat,80,883,3181,-37.854683,144.995504,match
Prahran,group_107,2 bed house,179,725,3181,-37.854683,144.995504,match
Prahran,group_107,3 Bed House,151,950,3181,-37.854683,144.995504,match
Prahran,group_107,4 bed house,26,1275,3181,-37.854683,144.995504,match
Windsor,group_107,1 Bed Flat,728,430,3181,-37.854683,144.995504,match
Windsor,group_107,2 Bed Flat,750,600,3181,-37.854683,144.995504,match
Windsor,group_107,3 bed flat,80,883,3181,-37.854683,144.995504,match
Windsor,group_107,2 bed house,179,725,3181,-37.854683,144.995504,match
Windsor,group_107,3 Bed House,151,950,3181,-37.854683,144.995504,match
Windsor,group_107,4 bed house,26,1275,3181,-37.854683,144.995504,match
Burnley,group_110,1 Bed Flat,863,475,3121,-37.823303,145.001788,match
Burnley,group_110,2 Bed Flat,876,650,3121,-37.823303,145.001788,match
Burnley,group_110,3 bed flat,123,950,3121,-37.823303,145.001788,match
Burnley,group_110,2 bed house,255,700,3121,-37.823303,145.001788,match
Burnley,group_110,3 Bed House,230,915,3121,-37.823303,145.001788,match
Burnley,group_110,4 bed house,43,1200,3121,-37.823303,145.001788,match
Richmond,group_110,1 Bed Flat,863,475,3121,-37.823303,145.001788,match
Richmond,group_110,2 Bed Flat,876,650,3121,-37.823303,145.001788,match
Richmond,group_110,3 bed flat,123,950,3121,-37.823303,145.001788,match
Richmond,group_110,2 bed house,255,700,3121,-37.823303,145.001788,match
Richmond,group_110,3 Bed House,230,915,3121,-37.823303,145.001788,match
Richmond,group_110,4 bed house,43,1200,3121,-37.823303,145.001788,match
Maffra,group_113,1 Bed Flat,41,260,3860,-37.571707,146.805175,match
Maffra,group_113,2 Bed Flat,147,360,3860,-37.571707,146.805175,match
Maffra,group_113,3 bed flat,44,445,3860,-37.571707,146.805175,match
Maffra,group_113,2 bed house,55,385,3860,-37.571707,146.805175,match
Maffra,group_113,3 Bed House,247,420,3860,-37.571707,146.805175,match
Maffra,group_113,4 bed house,168,500,3860,-37.571707,146.805175,match
Sale,group_113,1 Bed Flat,41,260,3850,-38.224191,147.106181,match
Sale,group_113,1 Bed Flat,41,260,3853,-38.095569,146.059953,match
Sale,group_113,2 Bed Flat,147,360,3850,-38.224191,147.106181,match
Sale,group_113,2 Bed Flat,147,360,3853,-38.095569,146.059953,match
Sale,group_113,3 bed flat,44,445,3850,-38.224191,147.106181,match
Sale,group_113,3 bed flat,44,445,3853,-38.095569,146.059953,match
Sale,group_113,2 bed house,55,385,3850,-38.224191,147.106181,match
Sale,group_113,2 bed house,55,385,3853,-38.095569,146.059953,match
Sale,group_113,3 Bed House,247,420,3850,-38.224191,147.106181,match
Sale,group_113,3 Bed House,247,420,3853,-38.095569,146.059953,match
Sale,group_113,4 bed house,168,500,3850,-38.224191,147.106181,match
Sale,group_113,4 bed house,168,500,3853,-38.095569,146.059953,match
Carrum Downs,group_114,1 Bed Flat,56,335,3201,-38.092874,145.177905,match
Carrum Downs,group_114,2 Bed Flat,214,425,3201,-38.092874,145.177905,match
Carrum Downs,group_114,3 bed flat,162,495,3201,-38.092874,145.177905,match
Carrum Downs,group_114,2 bed house,37,450,3201,-38.092874,145.177905,match
Carrum Downs,group_114,3 Bed House,512,500,3201,-38.092874,145.177905,match
Carrum Downs,group_114,4 bed house,201,600,3201,-38.092874,145.177905,match
Seaford,group_114,1 Bed Flat,56,335,3198,-38.103194,145.137811,match
Seaford,group_114,2 Bed Flat,214,425,3198,-38.103194,145.137811,match
Seaford,group_114,3 bed flat,162,495,3198,-38.103194,145.137811,match
Seaford,group_114,2 bed house,37,450,3198,-38.103194,145.137811,match
Seaford,group_114,3 Bed House,512,500,3198,-38.103194,145.137811,match
Seaford,group_114,4 bed house,201,600,3198,-38.103194,145.137811,match
Delacombe,group_115,1 Bed Flat,77,260,3356,-37.592283,143.82846,match
Delacombe,group_115,2 Bed Flat,116,330,3356,-37.592283,143.82846,match
Delacombe,group_115,3 bed flat,40,355,3356,-37.592283,143.82846,match
Delacombe,group_115,2 bed house,46,340,3356,-37.592283,143.82846,match
Delacombe,group_115,3 Bed House,330,388,3356,-37.592283,143.82846,match
Delacombe,group_115,4 bed house,681,450,3356,-37.592283,143.82846,match
Sebastopol,group_115,1 Bed Flat,77,260,3356,-37.592283,143.82846,match
Sebastopol,group_115,2 Bed Flat,116,330,3356,-37.592283,143.82846,match
Sebastopol,group_115,3 bed flat,40,355,3356,-37.592283,143.82846,match
Sebastopol,group_115,2 bed house,46,340,3356,-37.592283,143.82846,match
Sebastopol,group_115,3 Bed House,330,388,3356,-37.592283,143.82846,match
Sebastopol,group_115,4 bed house,681,450,3356,-37.592283,143.82846,match
Deer Park,group_122,1 Bed Flat,62,320,3023,-37.78272,144.770641,match
Deer Park,group_122,2 Bed Flat,309,370,3023,-37.78272,144.770641,match
Deer Park,group_122,3 bed flat,198,418,3023,-37.78272,144.770641,match
Deer Park,group_122,2 bed house,42,380,3023,-37.78272,144.770641,match
Deer Park,group_122,3 Bed House,701,420,3023,-37.78272,144.770641,match
Deer Park,group_122,4 bed house,193,500,3023,-37.78272,144.770641,match
St Albans,group_122,1 Bed Flat,62,320,3021,-37.743361,144.796693,match
St Albans,group_122,2 Bed Flat,309,370,3021,-37.743361,144.796693,match
St Albans,group_122,3 bed flat,198,418,3021,-37.743361,144.796693,match
St Albans,group_122,2 bed house,42,380,3021,-37.743361,144.796693,match
St Albans,group_122,3 Bed House,701,420,3021,-37.743361,144.796693,match
St Albans,group_122,4 bed house,193,500,3021,-37.743361,144.796693,match
Lalor,group_128,1 Bed Flat,23,335,3075,-37.66607,145.002679,match
Lalor,group_128,2 Bed Flat,214,400,3075,-37.66607,145.002679,match
Lalor,group_128,3 bed flat,85,485,3075,-37.66607,145.002679,match
Lalor,group_128,2 bed house,36,420,3075,-37.66607,145.002679,match
Lalor,group_128,3 Bed House,388,450,3075,-37.66607,145.002679,match
Lalor,group_128,4 bed house,80,515,3075,-37.66607,145.002679,match
Thomastown,group_128,1 Bed Flat,23,335,3074,-37.684684,145.006644,match
Thomastown,group_128,2 Bed Flat,214,400,3074,-37.684684,145.006644,match
Thomastown,group_128,3 bed flat,85,485,3074,-37.684684,145.006644,match
Thomastown,group_128,2 bed house,36,420,3074,-37.684684,145.006644,match
Thomastown,group_128,3 Bed House,388,450,3074,-37.684684,145.006644,match
Thomastown,group_128,4 bed house,80,515,3074,-37.684684,145.006644,match
Burwood East,group_133,1 Bed Flat,69,480,3151,-37.85523,145.151119,match
Burwood East,group_133,2 Bed Flat,244,550,3151,-37.85523,145.151119,match
Burwood East,group_133,3 bed flat,75,600,3151,-37.85523,145.151119,match
Burwood East,group_133,2 bed house,27,480,3151,-37.85523,145.151119,match
Burwood East,group_133,3 Bed House,281,560,3151,-37.85523,145.151119,match
Burwood East,group_133,4 bed house,217,680,3151,-37.85523,145.151119,match
Forest Hill,group_133,1 Bed Flat,69,480,3131,-37.817798,145.174489,match
Forest Hill,group_133,2 Bed Flat,244,550,3131,-37.817798,145.174489,match
Forest Hill,group_133,3 bed flat,75,600,3131,-37.817798,145.174489,match
Forest Hill,group_133,2 bed house,27,480,3131,-37.817798,145.174489,match
Forest Hill,group_133,3 Bed House,281,560,3131,-37.817798,145.174489,match
Forest Hill,group_133,4 bed house,217,680,3131,-37.817798,145.174489,match
Vermont,group_133,1 Bed Flat,69,480,3133,-37.848786,145.192303,match
Vermont,group_133,2 Bed Flat,244,550,3133,-37.848786,145.192303,match
Vermont,group_133,3 bed flat,75,600,3133,-37.848786,145.192303,match
Vermont,group_133,2 bed house,27,480,3133,-37.848786,145.192303,match
Vermont,group_133,3 Bed House,281,560,3133,-37.848786,145.192303,match
Vermont,group_133,4 bed house,217,680,3133,-37.848786,145.192303,match
Scoresby,group_135,1 Bed Flat,22,400,3179,-37.897137,145.222634,match
Scoresby,group_135,2 Bed Flat,97,490,3179,-37.897137,145.222634,match
Scoresby,group_135,3 bed flat,135,550,3179,-37.897137,145.222634,match
Scoresby,group_135,2 bed house,14,480,3179,-37.897137,145.222634,match
Scoresby,group_135,3 Bed House,283,550,3179,-37.897137,145.222634,match
Scoresby,group_135,4 bed house,234,650,3179,-37.897137,145.222634,match
Wantirna,group_135,1 Bed Flat,22,400,3152,-37.864951,145.221695,match
Wantirna,group_135,2 Bed Flat,97,490,3152,-37.864951,145.221695,match
Wantirna,group_135,3 bed flat,135,550,3152,-37.864951,145.221695,match
Wantirna,group_135,2 bed house,14,480,3152,-37.864951,145.221695,match
Wantirna,group_135,3 Bed House,283,550,3152,-37.864951,145.221695,match
Wantirna,group_135,4 bed house,234,650,3152,-37.864951,145.221695,match
Alfredton,group_138,1 Bed Flat,57,240,3350,-37.571941,143.864505,match
Alfredton,group_138,2 Bed Flat,104,330,3350,-37.571941,143.864505,match
Alfredton,group_138,3 bed flat,38,390,3350,-37.571941,143.864505,match
Alfredton,group_138,2 bed house,77,350,3350,-37.571941,143.864505,match
Alfredton,group_138,3 Bed House,483,390,3350,-37.571941,143.864505,match
Alfredton,group_138,4 bed house,620,460,3350,-37.571941,143.864505,match
Wendouree,group_138,1 Bed Flat,57,240,3355,-37.530285,143.82561,match
Wendouree,group_138,2 Bed Flat,104,330,3355,-37.530285,143.82561,match
Wendouree,group_138,3 bed flat,38,390,3355,-37.530285,143.82561,match
Wendouree,group_138,2 bed house,77,350,3355,-37.530285,143.82561,match
Wendouree,group_138,3 Bed House,483,390,3355,-37.530285,143.82561,match
Wendouree,group_138,4 bed house,620,460,3355,-37.530285,143.82561,match
Hoppers Crossing,group_139,1 Bed Flat,58,330,3029,-37.837165,144.705831,match
Hoppers Crossing,group_139,2 Bed Flat,429,365,3029,-37.837165,144.705831,match
Hoppers Crossing,group_139,3 bed flat,291,415,3029,-37.837165,144.705831,match
Hoppers Crossing,group_139,2 bed house,131,390,3029,-37.837165,144.705831,match
Hoppers Crossing,group_139,3 Bed House,2746,440,3029,-37.837165,144.705831,match
Hoppers Crossing,group_139,4 bed house,4060,500,3029,-37.837165,144.705831,match
Werribee,group_139,1 Bed Flat,58,330,3030,-37.91624,144.64209,match
Werribee,group_139,2 Bed Flat,429,365,3030,-37.91624,144.64209,match
Werribee,group_139,3 bed flat,291,415,3030,-37.91624,144.64209,match
Werribee,group_139,2 bed house,131,390,3030,-37.91624,144.64209,match
Werribee,group_139,3 Bed House,2746,440,3030,-37.91624,144.64209,match
Werribee,group_139,4 bed house,4060,500,3030,-37.91624,144.64209,match
Seddon,group_146,1 Bed Flat,140,325,3011,-37.807101,144.907953,match
Seddon,group_146,2 Bed Flat,250,480,3011,-37.807101,144.907953,match
Seddon,group_146,3 bed flat,51,650,3011,-37.807101,144.907953,match
Seddon,group_146,2 bed house,180,590,3011,-37.807101,144.907953,match
Seddon,group_146,3 Bed House,272,650,3011,-37.807101,144.907953,match
Seddon,group_146,4 bed house,57,850,3011,-37.807101,144.907953,match
Yarraville,group_146,1 Bed Flat,140,325,3013,-37.814183,144.888686,match
Yarraville,group_146,2 Bed Flat,250,480,3013,-37.814183,144.888686,match
Yarraville,group_146,3 bed flat,51,650,3013,-37.814183,144.888686,match
Yarraville,group_146,2 bed house,180,590,3013,-37.814183,144.888686,match
Yarraville,group_146,3 Bed House,272,650,3013,-37.814183,144.888686,match
Yarraville,group_146,4 bed house,57,850,3013,-37.814183,144.888686,match
Broadmeadows,group_19,1 Bed Flat,51,300,3047,-37.681105,144.930247,match
Broadmeadows,group_19,2 Bed Flat,145,410,3047,-37.681105,144.930247,match
Broadmeadows,group_19,3 bed flat,116,450,3047,-37.681105,144.930247,match
Broadmeadows,group_19,2 bed house,50,420,3047,-37.681105,144.930247,match
Broadmeadows,group_19,3 Bed House,528,450,3047,-37.681105,144.930247,match
Broadmeadows,group_19,4 bed house,349,570,3047,-37.681105,144.930247,match
Roxburgh Park,group_19,1 Bed Flat,51,300,3064,-37.546522,144.942199,match
Roxburgh Park,group_19,2 Bed Flat,145,410,3064,-37.546522,144.942199,match
Roxburgh Park,group_19,3 bed flat,116,450,3064,-37.546522,144.942199,match
Roxburgh Park,group_19,2 bed house,50,420,3064,-37.546522,144.942199,match
Roxburgh Park,group_19,3 Bed House,528,450,3064,-37.546522,144.942199,match
Roxburgh Park,group_19,4 bed house,349,570,3064,-37.546522,144.942199,match
Bulleen,group_21,1 Bed Flat,144,450,3105,-37.772477,145.084806,match
Bulleen,group_21,2 Bed Flat,442,550,3105,-37.772477,145.084806,match
Bulleen,group_21,3 bed flat,209,675,3105,-37.772477,145.084806,match
Bulleen,group_21,2 bed house,36,483,3105,-37.772477,145.084806,match
Bulleen,group_21,3 Bed House,286,600,3105,-37.772477,145.084806,match
Bulleen,group_21,4 bed house,374,785,3105,-37.772477,145.084806,match
Doncaster,group_21,1 Bed Flat,144,450,3108,-37.786429,145.125797,match
Doncaster,group_21,2 Bed Flat,442,550,3108,-37.786429,145.125797,match
Doncaster,group_21,3 bed flat,209,675,3108,-37.786429,145.125797,match
Doncaster,group_21,2 bed house,36,483,3108,-37.786429,145.125797,match
Doncaster,group_21,3 Bed House,286,600,3108,-37.786429,145.125797,match
Doncaster,group_21,4 bed house,374,785,3108,-37.786429,145.125797,match
Templestowe,group_21,1 Bed Flat,144,450,3106,-37.758335,145.142675,match
Templestowe,group_21,2 Bed Flat,442,550,3106,-37.758335,145.142675,match
Templestowe,group_21,3 bed flat,209,675,3106,-37.758335,145.142675,match
Templestowe,group_21,2 bed house,36,483,3106,-37.758335,145.142675,match
Templestowe,group_21,3 Bed House,286,600,3106,-37.758335,145.142675,match
Templestowe,group_21,4 bed house,374,785,3106,-37.758335,145.142675,match
Bundoora,group_22,1 Bed Flat,166,380,3083,-37.701346,145.056223,match
Bundoora,group_22,2 Bed Flat,458,450,3083,-37.701346,145.056223,match
Bundoora,group_22,3 bed flat,191,530,3083,-37.701346,145.056223,match
Bundoora,group_22,2 bed house,79,440,3083,-37.701346,145.056223,match
Bundoora,group_22,3 Bed House,723,510,3083,-37.701346,145.056223,match
Bundoora,group_22,4 bed house,526,560,3083,-37.701346,145.056223,match
Greensborough,group_22,1 Bed Flat,166,380,3088,-37.700175,145.108339,match
Greensborough,group_22,2 Bed Flat,458,450,3088,-37.700175,145.108339,match
Greensborough,group_22,3 bed flat,191,530,3088,-37.700175,145.108339,match
Greensborough,group_22,2 bed house,79,440,3088,-37.700175,145.108339,match
Greensborough,group_22,3 Bed House,723,510,3088,-37.700175,145.108339,match
Greensborough,group_22,4 bed house,526,560,3088,-37.700175,145.108339,match
Hurstbridge,group_22,1 Bed Flat,166,380,3099,-37.592101,145.192854,match
Hurstbridge,group_22,2 Bed Flat,458,450,3099,-37.592101,145.192854,match
Hurstbridge,group_22,3 bed flat,191,530,3099,-37.592101,145.192854,match
Hurstbridge,group_22,2 bed house,79,440,3099,-37.592101,145.192854,match
Hurstbridge,group_22,3 Bed House,723,510,3099,-37.592101,145.192854,match
Hurstbridge,group_22,4 bed house,526,560,3099,-37.592101,145.192854,match
Ashburton,group_23,1 Bed Flat,99,350,3147,-37.867864,145.092946,match
Ashburton,group_23,2 Bed Flat,247,500,3147,-37.867864,145.092946,match
Ashburton,group_23,3 bed flat,127,680,3147,-37.867864,145.092946,match
Ashburton,group_23,2 bed house,45,500,3147,-37.867864,145.092946,match
Ashburton,group_23,3 Bed House,171,600,3147,-37.867864,145.092946,match
Ashburton,group_23,4 bed house,120,765,3147,-37.867864,145.092946,match
Burwood,group_23,1 Bed Flat,99,350,3125,-37.851305,145.101,match
Burwood,group_23,2 Bed Flat,247,500,3125,-37.851305,145.101,match
Burwood,group_23,3 bed flat,127,680,3125,-37.851305,145.101,match
Burwood,group_23,2 bed house,45,500,3125,-37.851305,145.101,match
Burwood,group_23,3 Bed House,171,600,3125,-37.851305,145.101,match
Burwood,group_23,4 bed house,120,765,3125,-37.851305,145.101,match
Camberwell,group_24,1 Bed Flat,208,430,3124,-37.840867,145.068191,match
Camberwell,group_24,2 Bed Flat,573,550,3124,-37.840867,145.068191,match
Camberwell,group_24,3 bed flat,181,750,3124,-37.840867,145.068191,match
Camberwell,group_24,2 bed house,37,550,3124,-37.840867,145.068191,match
Camberwell,group_24,3 Bed House,152,805,3124,-37.840867,145.068191,match
Camberwell,group_24,4 bed house,164,1100,3124,-37.840867,145.068191,match
Glen Iris,group_24,1 Bed Flat,208,430,3146,-37.857116,145.057833,match
Glen Iris,group_24,2 Bed Flat,573,550,3146,-37.857116,145.057833,match
Glen Iris,group_24,3 bed flat,181,750,3146,-37.857116,145.057833,match
Glen Iris,group_24,2 bed house,37,550,3146,-37.857116,145.057833,match
Glen Iris,group_24,3 Bed House,152,805,3146,-37.857116,145.057833,match
Glen Iris,group_24,4 bed house,164,1100,3146,-37.857116,145.057833,match
Canterbury,group_25,1 Bed Flat,47,420,3126,-37.827203,145.075748,match
Canterbury,group_25,2 Bed Flat,266,540,3126,-37.827203,145.075748,match
Canterbury,group_25,3 bed flat,71,705,3126,-37.827203,145.075748,match
Canterbury,group_25,2 bed house,24,592,3126,-37.827203,145.075748,match
Canterbury,group_25,3 Bed House,69,750,3126,-37.827203,145.075748,match
Canterbury,group_25,4 bed house,89,1050,3126,-37.827203,145.075748,match
Mont Albert,group_25,1 Bed Flat,47,420,3127,-37.825173,145.097236,match
Mont Albert,group_25,2 Bed Flat,266,540,3127,-37.825173,145.097236,match
Mont Albert,group_25,3 bed flat,71,705,3127,-37.825173,145.097236,match
Mont Albert,group_25,2 bed house,24,592,3127,-37.825173,145.097236,match
Mont Albert,group_25,3 Bed House,69,750,3127,-37.825173,145.097236,match
Mont Albert,group_25,4 bed house,89,1050,3127,-37.825173,145.097236,match
Surrey Hills,group_25,1 Bed Flat,47,420,3127,-37.825173,145.097236,match
Surrey Hills,group_25,2 Bed Flat,266,540,3127,-37.825173,145.097236,match
Surrey Hills,group_25,3 bed flat,71,705,3127,-37.825173,145.097236,match
Surrey Hills,group_25,2 bed house,24,592,3127,-37.825173,145.097236,match
Surrey Hills,group_25,3 Bed House,69,750,3127,-37.825173,145.097236,match
Surrey Hills,group_25,4 bed house,89,1050,3127,-37.825173,145.097236,match
Carlton,group_27,1 Bed Flat,1031,450,3053,-37.803569,144.966112,match
Carlton,group_27,2 Bed Flat,1165,640,3053,-37.803569,144.966112,match
Carlton,group_27,3 bed flat,104,845,3053,-37.803569,144.966112,match
Carlton,group_27,2 bed house,51,650,3053,-37.803569,144.966112,match
Carlton,group_27,3 Bed House,48,823,3053,-37.803569,144.966112,match
Carlton,group_27,4 bed house,29,1100,3053,-37.803569,144.966112,match
Parkville,group_27,1 Bed Flat,1031,450,3052,-37.788996,144.948903,match
Parkville,group_27,2 Bed Flat,1165,640,3052,-37.788996,144.948903,match
Parkville,group_27,3 bed flat,104,845,3052,-37.788996,144.948903,match
Parkville,group_27,2 bed house,51,650,3052,-37.788996,144.948903,match
