suburb,flag,property_type,count,median,postcode,lat,long,match_status
Newborough,group_85,3 Bed House,168,369,3825,-37.978862,146.342932,match
Newborough,group_85,4 bed house,53,465,3825,-37.978862,146.342932,match
Ascot Vale,group_86,1 Bed Flat,390,420,3032,-37.774486,144.897221,match
Ascot Vale,group_86,2 Bed Flat,546,500,3032,-37.774486,144.897221,match
Ascot Vale,group_86,3 bed flat,92,695,3032,-37.774486,144.897221,match
Ascot Vale,group_86,2 bed house,132,598,3032,-37.774486,144.897221,match
Ascot Vale,group_86,3 Bed House,186,700,3032,-37.774486,144.897221,match
Ascot Vale,group_86,4 bed house,89,920,3032,-37.774486,144.897221,match
Moonee Ponds,group_86,1 Bed Flat,390,420,3039,-37.766184,144.922995,match
Moonee Ponds,group_86,2 Bed Flat,546,500,3039,-37.766184,144.922995,match
Moonee Ponds,group_86,3 bed flat,92,695,3039,-37.766184,144.922995,match
Moonee Ponds,group_86,2 bed house,132,598,3039,-37.766184,144.922995,match
Moonee Ponds,group_86,3 Bed House,186,700,3039,-37.766184,144.922995,match
Moonee Ponds,group_86,4 bed house,89,920,3039,-37.766184,144.922995,match
Buninyong,group_88,1 Bed Flat,0,0,3357,-37.653945,143.883416,match
Buninyong,group_88,2 Bed Flat,19,320,3357,-37.653945,143.883416,match
Buninyong,group_88,3 bed flat,15,370,3357,-37.653945,143.883416,match
Buninyong,group_88,2 bed house,11,350,3357,-37.653945,143.883416,match
Buninyong,group_88,3 Bed House,65,390,3357,-37.653945,143.883416,match
Buninyong,group_88,4 bed house,48,483,3357,-37.653945,143.883416,match
Mount Clear,group_88,1 Bed Flat,0,0,3350,-37.571941,143.864505,match
Mount Clear,group_88,2 Bed Flat,19,320,3350,-37.571941,143.864505,match
Mount Clear,group_88,3 bed flat,15,370,3350,-37.571941,143.864505,match
Mount Clear,group_88,2 bed house,11,350,3350,-37.571941,143.864505,match
Mount Clear,group_88,3 Bed House,65,390,3350,-37.571941,143.864505,match
Mount Clear,group_88,4 bed house,48,483,3350,-37.571941,143.864505,match
Belmont,group_9,1 Bed Flat,105,310,3216,-38.215906,144.334005,match
Belmont,group_9,2 Bed Flat,332,410,3216,-38.215906,144.334005,match
Belmont,group_9,3 bed flat,120,485,3216,-38.215906,144.334005,match
Belmont,group_9,2 bed house,75,425,3216,-38.215906,144.334005,match
Belmont,group_9,3 Bed House,631,470,3216,-38.215906,144.334005,match
Belmont,group_9,4 bed house,478,530,3216,-38.215906,144.334005,match
Grovedale,group_9,1 Bed Flat,105,310,3216,-38.215906,144.334005,match
Grovedale,group_9,2 Bed Flat,332,410,3216,-38.215906,144.334005,match
Grovedale,group_9,3 bed flat,120,485,3216,-38.215906,144.334005,match
Grovedale,group_9,2 bed house,75,425,3216,-38.215906,144.334005,match
Grovedale,group_9,3 Bed House,631,470,3216,-38.215906,144.334005,match
Grovedale,group_9,4 bed house,478,530,3216,-38.215906,144.334005,match
Mornington,group_90,1 Bed Flat,19,400,3931,-38.230038,145.049503,match
Mornington,group_90,2 Bed Flat,210,495,3931,-38.230038,145.049503,match
Mornington,group_90,3 bed flat,106,600,3931,-38.230038,145.049503,match
Mornington,group_90,2 bed house,26,550,3931,-38.230038,145.049503,match
Mornington,group_90,3 Bed House,355,630,3931,-38.230038,145.049503,match
Mornington,group_90,4 bed house,227,860,3931,-38.230038,145.049503,match
Hughesdale,group_91,1 Bed Flat,189,370,3166,-37.902805,145.089719,match
Hughesdale,group_91,2 Bed Flat,268,525,3166,-37.902805,145.089719,match
Hughesdale,group_91,3 bed flat,70,640,3166,-37.902805,145.089719,match
Hughesdale,group_91,2 bed house,14,535,3166,-37.902805,145.089719,match
Hughesdale,group_91,3 Bed House,76,650,3166,-37.902805,145.089719,match
Hughesdale,group_91,4 bed house,31,995,3166,-37.902805,145.089719,match
Murrumbeena,group_91,1 Bed Flat,189,370,3163,-37.896497,145.057237,match
Murrumbeena,group_91,2 Bed Flat,268,525,3163,-37.896497,145.057237,match
Murrumbeena,group_91,3 bed flat,70,640,3163,-37.896497,145.057237,match
Murrumbeena,group_91,2 bed house,14,535,3163,-37.896497,145.057237,match
Murrumbeena,group_91,3 Bed House,76,650,3163,-37.896497,145.057237,match
Murrumbeena,group_91,4 bed house,31,995,3163,-37.896497,145.057237,match
Hampton Park,group_92,1 Bed Flat,29,400,3976,-38.043995,145.264296,match
Hampton Park,group_92,2 Bed Flat,134,420,3976,-38.043995,145.264296,match
Hampton Park,group_92,3 bed flat,117,480,3976,-38.043995,145.264296,match
Hampton Park,group_92,2 bed house,67,430,3976,-38.043995,145.264296,match
Hampton Park,group_92,3 Bed House,839,480,3976,-38.043995,145.264296,match
Hampton Park,group_92,4 bed house,480,575,3976,-38.043995,145.264296,match
Narre Warren,group_92,1 Bed Flat,29,400,3805,-38.037026,145.304198,match
Narre Warren,group_92,2 Bed Flat,134,420,3805,-38.037026,145.304198,match
Narre Warren,group_92,3 bed flat,117,480,3805,-38.037026,145.304198,match
Narre Warren,group_92,2 bed house,67,430,3805,-38.037026,145.304198,match
Narre Warren,group_92,3 Bed House,839,480,3805,-38.037026,145.304198,match
Narre Warren,group_92,4 bed house,480,575,3805,-38.037026,145.304198,match
Newport,group_93,1 Bed Flat,76,398,3015,-37.838242,144.880556,match
Newport,group_93,2 Bed Flat,170,520,3015,-37.838242,144.880556,match
Newport,group_93,3 bed flat,60,670,3015,-37.838242,144.880556,match
Newport,group_93,2 bed house,67,525,3015,-37.838242,144.880556,match
Newport,group_93,3 Bed House,163,660,3015,-37.838242,144.880556,match
Newport,group_93,4 bed house,43,900,3015,-37.838242,144.880556,match
Spotswood,group_93,1 Bed Flat,76,398,3015,-37.838242,144.880556,match
Spotswood,group_93,2 Bed Flat,170,520,3015,-37.838242,144.880556,match
Spotswood,group_93,3 bed flat,60,670,3015,-37.838242,144.880556,match
Spotswood,group_93,2 bed house,67,525,3015,-37.838242,144.880556,match
Spotswood,group_93,3 Bed House,163,660,3015,-37.838242,144.880556,match
Spotswood,group_93,4 bed house,43,900,3015,-37.838242,144.880556,match
North Melbourne,group_98,1 Bed Flat,1249,480,3051,-37.8006,144.943559,match
North Melbourne,group_98,2 Bed Flat,1198,650,3051,-37.8006,144.943559,match
North Melbourne,group_98,3 bed flat,148,850,3051,-37.8006,144.943559,match
North Melbourne,group_98,2 bed house,93,620,3051,-37.8006,144.943559,match
North Melbourne,group_98,3 Bed House,77,820,3051,-37.8006,144.943559,match
North Melbourne,group_98,4 bed house,30,1025,3051,-37.8006,144.943559,match
West Melbourne,group_98,1 Bed Flat,1249,480,3003,-37.810871,144.949592,match
West Melbourne,group_98,2 Bed Flat,1198,650,3003,-37.810871,144.949592,match
West Melbourne,group_98,3 bed flat,148,850,3003,-37.810871,144.949592,match
West Melbourne,group_98,2 bed house,93,620,3003,-37.810871,144.949592,match
West Melbourne,group_98,3 Bed House,77,820,3003,-37.810871,144.949592,match
West Melbourne,group_98,4 bed house,30,1025,3003,-37.810871,144.949592,match
Altona,single,1 Bed Flat,82,320,3018,-37.86172,144.812736,match
Altona,single,2 Bed Flat,534,420,3018,-37.86172,144.812736,match
Altona,single,3 bed flat,233,525,3018,-37.86172,144.812736,match
Altona,single,2 bed house,116,430,3018,-37.86172,144.812736,match
Altona,single,3 Bed House,1191,480,3018,-37.86172,144.812736,match
Altona,single,4 bed house,1567,550,3018,-37.86172,144.812736,match
Armadale,single,1 Bed Flat,154,430,3143,-37.858918,145.019393,match
Armadale,single,2 Bed Flat,279,570,3143,-37.858918,145.019393,match
Armadale,single,3 bed flat,39,900,3143,-37.858918,145.019393,match
Armadale,single,2 bed house,27,775,3143,-37.858918,145.019393,match
Armadale,single,3 Bed House,42,1050,3143,-37.858918,145.019393,match
Armadale,single,4 bed house,12,1325,3143,-37.858918,145.019393,match
Bairnsdale,single,1 Bed Flat,12,283,3875,-37.826032,147.63201,match
Bairnsdale,single,2 Bed Flat,65,340,3875,-37.826032,147.63201,match
Bairnsdale,single,3 bed flat,12,390,3875,-37.826032,147.63201,match
Bairnsdale,single,2 bed house,26,350,3875,-37.826032,147.63201,match
Bairnsdale,single,3 Bed House,153,440,3875,-37.826032,147.63201,match
Bairnsdale,single,4 bed house,68,520,3875,-37.826032,147.63201,match
Ballarat,single,1 Bed Flat,58,275,3350,-37.571941,143.864505,match
Ballarat,single,1 Bed Flat,58,275,3353,-37.7778,144.835743,match
Ballarat,single,2 Bed Flat,167,340,3350,-37.571941,143.864505,match
Ballarat,single,2 Bed Flat,167,340,3353,-37.7778,144.835743,match
Ballarat,single,3 bed flat,83,390,3350,-37.571941,143.864505,match
Ballarat,single,3 bed flat,83,390,3353,-37.7778,144.835743,match
Ballarat,single,2 bed house,178,345,3350,-37.571941,143.864505,match
Ballarat,single,2 bed house,178,345,3353,-37.7778,144.835743,match
Ballarat,single,3 Bed House,596,390,3350,-37.571941,143.864505,match
Ballarat,single,3 Bed House,596,390,3353,-37.7778,144.835743,match
Ballarat,single,4 bed house,192,463,3350,-37.571941,143.864505,match
Ballarat,single,4 bed house,192,463,3353,-37.7778,144.835743,match
Balwyn,single,1 Bed Flat,53,450,3103,-37.811738,145.074116,match
Balwyn,single,2 Bed Flat,248,520,3103,-37.811738,145.074116,match
Balwyn,single,3 bed flat,96,743,3103,-37.811738,145.074116,match
Balwyn,single,2 bed house,25,550,3103,-37.811738,145.074116,match
Balwyn,single,3 Bed House,150,700,3103,-37.811738,145.074116,match
Balwyn,single,4 bed house,174,950,3103,-37.811738,145.074116,match
Bayswater,single,1 Bed Flat,11,355,3153,-37.845116,145.270141,match
Bayswater,single,2 Bed Flat,149,440,3153,-37.845116,145.270141,match
Bayswater,single,3 bed flat,98,531,3153,-37.845116,145.270141,match
Bayswater,single,2 bed house,21,410,3153,-37.845116,145.270141,match
Bayswater,single,3 Bed House,156,520,3153,-37.845116,145.270141,match
Bayswater,single,4 bed house,47,615,3153,-37.845116,145.270141,match
Benalla,single,1 Bed Flat,29,230,3671,-36.385144,145.420691,match
Benalla,single,1 Bed Flat,29,230,3672,-36.554936,145.977761,match
Benalla,single,1 Bed Flat,29,230,3673,-36.669929,146.062514,match
Benalla,single,2 Bed Flat,82,345,3671,-36.385144,145.420691,match
Benalla,single,2 Bed Flat,82,345,3672,-36.554936,145.977761,match
Benalla,single,2 Bed Flat,82,345,3673,-36.669929,146.062514,match
Benalla,single,3 bed flat,22,390,3671,-36.385144,145.420691,match
Benalla,single,3 bed flat,22,390,3672,-36.554936,145.977761,match
Benalla,single,3 bed flat,22,390,3673,-36.669929,146.062514,match
Benalla,single,2 bed house,28,350,3671,-36.385144,145.420691,match
Benalla,single,2 bed house,28,350,3672,-36.554936,145.977761,match
Benalla,single,2 bed house,28,350,3673,-36.669929,146.062514,match
Benalla,single,3 Bed House,140,420,3671,-36.385144,145.420691,match
Benalla,single,3 Bed House,140,420,3672,-36.554936,145.977761,match
Benalla,single,3 Bed House,140,420,3673,-36.669929,146.062514,match
Benalla,single,4 bed house,75,500,3671,-36.385144,145.420691,match
Benalla,single,4 bed house,75,500,3672,-36.554936,145.977761,match
Benalla,single,4 bed house,75,500,3673,-36.669929,146.062514,match
Bendigo,single,1 Bed Flat,29,300,3550,-36.764269,144.285267,match
Bendigo,single,1 Bed Flat,29,300,3552,-37.825288,145.011924,match
Bendigo,single,2 Bed Flat,62,388,3550,-36.764269,144.285267,match
Bendigo,single,2 Bed Flat,62,388,3552,-37.825288,145.011924,match
Bendigo,single,3 bed flat,22,480,3550,-36.764269,144.285267,match
Bendigo,single,3 bed flat,22,480,3552,-37.825288,145.011924,match
Bendigo,single,2 bed house,70,400,3550,-36.764269,144.285267,match
Bendigo,single,2 bed house,70,400,3552,-37.825288,145.011924,match
Bendigo,single,3 Bed House,136,440,3550,-36.764269,144.285267,match
Bendigo,single,3 Bed House,136,440,3552,-37.825288,145.011924,match
Bendigo,single,4 bed house,22,510,3550,-36.764269,144.285267,match
Bendigo,single,4 bed house,22,510,3552,-37.825288,145.011924,match
Bentleigh,single,1 Bed Flat,178,375,3204,-37.916956,145.036783,match
Bentleigh,single,2 Bed Flat,611,530,3204,-37.916956,145.036783,match
Bentleigh,single,3 bed flat,180,700,3204,-37.916956,145.036783,match
Bentleigh,single,2 bed house,67,570,3204,-37.916956,145.036783,match
Bentleigh,single,3 Bed House,346,690,3204,-37.916956,145.036783,match
Bentleigh,single,4 bed house,298,1000,3204,-37.916956,145.036783,match
Berwick,single,1 Bed Flat,11,350,3806,-38.025018,145.349488,match
Berwick,single,2 Bed Flat,61,440,3806,-38.025018,145.349488,match
Berwick,single,3 bed flat,79,480,3806,-38.025018,145.349488,match
Berwick,single,2 bed house,73,450,3806,-38.025018,145.349488,match
Berwick,single,3 Bed House,652,500,3806,-38.025018,145.349488,match
Berwick,single,4 bed house,872,570,3806,-38.025018,145.349488,match
Blackburn,single,1 Bed Flat,152,400,3130,-37.81805,145.149653,match
Blackburn,single,2 Bed Flat,208,488,3130,-37.81805,145.149653,match
Blackburn,single,3 bed flat,80,635,3130,-37.81805,145.149653,match
Blackburn,single,2 bed house,23,530,3130,-37.81805,145.149653,match
Blackburn,single,3 Bed House,222,550,3130,-37.81805,145.149653,match
Blackburn,single,4 bed house,100,700,3130,-37.81805,145.149653,match
Boronia,single,1 Bed Flat,17,370,3155,-37.861799,145.284418,match
Boronia,single,2 Bed Flat,151,450,3155,-37.861799,145.284418,match
Boronia,single,3 bed flat,106,520,3155,-37.861799,145.284418,match
Boronia,single,2 bed house,32,450,3155,-37.861799,145.284418,match
Boronia,single,3 Bed House,152,500,3155,-37.861799,145.284418,match
Boronia,single,4 bed house,49,610,3155,-37.861799,145.284418,match
Box Hill,single,1 Bed Flat,367,460,3128,-37.828866,145.122393,match
Box Hill,single,2 Bed Flat,1106,580,3128,-37.828866,145.122393,match
Box Hill,single,3 bed flat,211,680,3128,-37.828866,145.122393,match
Box Hill,single,2 bed house,81,460,3128,-37.828866,145.122393,match
Box Hill,single,3 Bed House,207,600,3128,-37.828866,145.122393,match
Box Hill,single,4 bed house,133,750,3128,-37.828866,145.122393,match
Brighton,single,1 Bed Flat,64,460,3186,-37.915066,144.996329,match
Brighton,single,2 Bed Flat,301,620,3186,-37.915066,144.996329,match
Brighton,single,3 bed flat,112,1028,3186,-37.915066,144.996329,match
Brighton,single,2 bed house,18,750,3186,-37.915066,144.996329,match
Brighton,single,3 Bed House,102,1050,3186,-37.915066,144.996329,match
Brighton,single,4 bed house,90,1560,3186,-37.915066,144.996329,match
Brighton East,single,1 Bed Flat,13,310,3187,-37.925371,145.013593,match
Brighton East,single,2 Bed Flat,54,600,3187,-37.925371,145.013593,match
Brighton East,single,3 bed flat,32,748,3187,-37.925371,145.013593,match
Brighton East,single,2 bed house,20,615,3187,-37.925371,145.013593,match
Brighton East,single,3 Bed House,77,845,3187,-37.925371,145.013593,match
Brighton East,single,4 bed house,72,1200,3187,-37.925371,145.013593,match
Brunswick,single,1 Bed Flat,492,430,3056,-37.766292,144.960108,match
Brunswick,single,2 Bed Flat,574,550,3056,-37.766292,144.960108,match
Brunswick,single,3 bed flat,65,780,3056,-37.766292,144.960108,match
Brunswick,single,2 bed house,174,630,3056,-37.766292,144.960108,match
Brunswick,single,3 Bed House,167,800,3056,-37.766292,144.960108,match
Brunswick,single,4 bed house,45,1030,3056,-37.766292,144.960108,match
Carlton North,single,1 Bed Flat,41,400,3054,-37.786971,144.96724,match
Carlton North,single,2 Bed Flat,71,550,3054,-37.786971,144.96724,match
Carlton North,single,3 bed flat,17,700,3054,-37.786971,144.96724,match
Carlton North,single,2 bed house,109,685,3054,-37.786971,144.96724,match
Carlton North,single,3 Bed House,74,900,3054,-37.786971,144.96724,match
Carlton North,single,4 bed house,15,1200,3054,-37.786971,144.96724,match
Carnegie,single,1 Bed Flat,366,380,3163,-37.896497,145.057237,match
Carnegie,single,2 Bed Flat,494,550,3163,-37.896497,145.057237,match
Carnegie,single,3 bed flat,98,700,3163,-37.896497,145.057237,match
Carnegie,single,2 bed house,33,595,3163,-37.896497,145.057237,match
Carnegie,single,3 Bed House,58,698,3163,-37.896497,145.057237,match
Carnegie,single,4 bed house,25,990,3163,-37.896497,145.057237,match
Castlemaine,single,1 Bed Flat,0,0,3450,-37.061635,144.214903,match
Castlemaine,single,2 Bed Flat,31,380,3450,-37.061635,144.214903,match
Castlemaine,single,3 bed flat,0,0,3450,-37.061635,144.214903,match
Castlemaine,single,2 bed house,35,390,3450,-37.061635,144.214903,match
Castlemaine,single,3 Bed House,84,468,3450,-37.061635,144.214903,match
Castlemaine,single,4 bed house,20,548,3450,-37.061635,144.214903,match
Caulfield,single,1 Bed Flat,614,460,3162,-37.892139,145.023394,match
Caulfield,single,2 Bed Flat,932,580,3162,-37.892139,145.023394,match
Caulfield,single,3 bed flat,224,750,3162,-37.892139,145.023394,match
Caulfield,single,2 bed house,57,570,3162,-37.892139,145.023394,match
Caulfield,single,3 Bed House,126,800,3162,-37.892139,145.023394,match
Caulfield,single,4 bed house,108,1100,3162,-37.892139,145.023394,match
Cheltenham,single,1 Bed Flat,126,400,3192,-37.965655,145.0623,match
Cheltenham,single,2 Bed Flat,563,500,3192,-37.965655,145.0623,match
Cheltenham,single,3 bed flat,120,650,3192,-37.965655,145.0623,match
Cheltenham,single,2 bed house,71,550,3192,-37.965655,145.0623,match
Cheltenham,single,3 Bed House,348,670,3192,-37.965655,145.0623,match
Cheltenham,single,4 bed house,152,845,3192,-37.965655,145.0623,match
Clayton,single,1 Bed Flat,330,420,3168,-37.91342,145.12665,match
Clayton,single,2 Bed Flat,646,540,3168,-37.91342,145.12665,match
Clayton,single,3 bed flat,251,600,3168,-37.91342,145.12665,match
Clayton,single,2 bed house,39,500,3168,-37.91342,145.12665,match
Clayton,single,3 Bed House,220,550,3168,-37.91342,145.12665,match
Clayton,single,4 bed house,88,686,3168,-37.91342,145.12665,match
Corio,single,1 Bed Flat,34,300,3214,-38.084781,144.352385,match
Corio,single,2 Bed Flat,78,350,3214,-38.084781,144.352385,match
Corio,single,3 bed flat,47,430,3214,-38.084781,144.352385,match
Corio,single,2 bed house,115,350,3214,-38.084781,144.352385,match
Corio,single,3 Bed House,439,385,3214,-38.084781,144.352385,match
Corio,single,4 bed house,61,500,3214,-38.084781,144.352385,match
Craigieburn,single,1 Bed Flat,0,0,3064,-37.546522,144.942199,match
Craigieburn,single,2 Bed Flat,94,400,3064,-37.546522,144.942199,match
Craigieburn,single,3 bed flat,87,440,3064,-37.546522,144.942199,match
Craigieburn,single,2 bed house,55,420,3064,-37.546522,144.942199,match
Craigieburn,single,3 Bed House,894,455,3064,-37.546522,144.942199,match
Craigieburn,single,4 bed house,1043,520,3064,-37.546522,144.942199,match
Cranbourne,single,1 Bed Flat,18,340,3977,-38.135253,145.268888,match
Cranbourne,single,2 Bed Flat,123,400,3977,-38.135253,145.268888,match
Cranbourne,single,3 bed flat,108,473,3977,-38.135253,145.268888,match
Cranbourne,single,2 bed house,80,440,3977,-38.135253,145.268888,match
Cranbourne,single,3 Bed House,1350,490,3977,-38.135253,145.268888,match
Cranbourne,single,4 bed house,2143,550,3977,-38.135253,145.268888,match
Dandenong,single,1 Bed Flat,182,320,3175,-38.016114,145.208504,match
Dandenong,single,1 Bed Flat,182,320,8785,-38.016114,145.208504,match
Dandenong,single,2 Bed Flat,579,380,3175,-38.016114,145.208504,match
Dandenong,single,2 Bed Flat,579,380,8785,-38.016114,145.208504,match
Dandenong,single,3 bed flat,161,500,3175,-38.016114,145.208504,match
Dandenong,single,3 bed flat,161,500,8785,-38.016114,145.208504,match
Dandenong,single,2 bed house,39,450,3175,-38.016114,145.208504,match
Dandenong,single,2 bed house,39,450,8785,-38.016114,145.208504,match
Dandenong,single,3 Bed House,261,520,3175,-38.016114,145.208504,match
Dandenong,single,3 Bed House,261,520,8785,-38.016114,145.208504,match
Dandenong,single,4 bed house,170,678,3175,-38.016114,145.208504,match
Dandenong,single,4 bed house,170,678,8785,-38.016114,145.208504,match
Docklands,single,1 Bed Flat,1086,550,3008,-37.814719,144.948039,match
Docklands,single,1 Bed Flat,1086,550,8012,-37.814719,144.948039,match
Docklands,single,2 Bed Flat,1358,700,3008,-37.814719,144.948039,match
Docklands,single,2 Bed Flat,1358,700,8012,-37.814719,144.948039,match
Docklands,single,3 bed flat,178,1050,3008,-37.814719,144.948039,match
Docklands,single,3 bed flat,178,1050,8012,-37.814719,144.948039,match
Docklands,single,2 bed house,0,0,3008,-37.814719,144.948039,match
Docklands,single,2 bed house,0,0,8012,-37.814719,144.948039,match
Docklands,single,3 Bed House,0,0,3008,-37.814719,144.948039,match
Docklands,single,3 Bed House,0,0,8012,-37.814719,144.948039,match
Docklands,single,4 bed house,0,0,3008,-37.814719,144.948039,match
Docklands,single,4 bed house,0,0,8012,-37.814719,144.948039,match
East Melbourne,single,1 Bed Flat,172,483,3002,-37.81443733,144.9825846,match
East Melbourne,single,1 Bed Flat,172,483,8002,-37.81443733,144.9825846,match
East Melbourne,single,2 Bed Flat,213,630,3002,-37.81443733,144.9825846,match
East Melbourne,single,2 Bed Flat,213,630,8002,-37.81443733,144.9825846,match
East Melbourne,single,3 bed flat,24,963,3002,-37.81443733,144.9825846,match
East Melbourne,single,3 bed flat,24,963,8002,-37.81443733,144.9825846,match
East Melbourne,single,2 bed house,0,0,3002,-37.81443733,144.9825846,match
East Melbourne,single,2 bed house,0,0,8002,-37.81443733,144.9825846,match
East Melbourne,single,3 Bed House,18,1150,3002,-37.81443733,144.9825846,match
East Melbourne,single,3 Bed House,18,1150,8002,-37.81443733,144.9825846,match
East Melbourne,single,4 bed house,0,0,3002,-37.81443733,144.9825846,match
East Melbourne,single,4 bed house,0,0,8002,-37.81443733,144.9825846,match
Echuca,single,1 Bed Flat,15,260,3564,-36.168997,144.728806,match
Echuca,single,2 Bed Flat,89,380,3564,-36.168997,144.728806,match
Echuca,single,3 bed flat,17,460,3564,-36.168997,144.728806,match
Echuca,single,2 bed house,13,380,3564,-36.168997,144.728806,match
Echuca,single,3 Bed House,131,455,3564,-36.168997,144.728806,match
Echuca,single,4 bed house,56,585,3564,-36.168997,144.728806,match
Elsternwick,single,1 Bed Flat,170,400,3185,-37.891841,145.002571,match
Elsternwick,single,2 Bed Flat,275,550,3185,-37.891841,145.002571,match
Elsternwick,single,3 bed flat,44,850,3185,-37.891841,145.002571,match
Elsternwick,single,2 bed house,13,725,3185,-37.891841,145.002571,match
Elsternwick,single,3 Bed House,41,890,3185,-37.891841,145.002571,match
Elsternwick,single,4 bed house,25,1180,3185,-37.891841,145.002571,match
Elwood,single,1 Bed Flat,338,413,3184,-37.881414,144.984034,match
Elwood,single,2 Bed Flat,659,565,3184,-37.881414,144.984034,match
Elwood,single,3 bed flat,84,850,3184,-37.881414,144.984034,match
Elwood,single,2 bed house,12,738,3184,-37.881414,144.984034,match
Elwood,single,3 Bed House,44,1110,3184,-37.881414,144.984034,match
Elwood,single,4 bed house,21,1657,3184,-37.881414,144.984034,match
Essendon,single,1 Bed Flat,465,410,3040,-37.751845,144.902556,match
Essendon,single,2 Bed Flat,709,480,3040,-37.751845,144.902556,match
Essendon,single,3 bed flat,168,620,3040,-37.751845,144.902556,match
Essendon,single,2 bed house,72,490,3040,-37.751845,144.902556,match
Essendon,single,3 Bed House,295,580,3040,-37.751845,144.902556,match
Essendon,single,4 bed house,115,850,3040,-37.751845,144.902556,match
Ferntree Gully,single,1 Bed Flat,11,360,3156,-37.917932,145.292895,match
Ferntree Gully,single,2 Bed Flat,77,450,3156,-37.917932,145.292895,match
Ferntree Gully,single,3 bed flat,73,560,3156,-37.917932,145.292895,match
Ferntree Gully,single,2 bed house,16,450,3156,-37.917932,145.292895,match
Ferntree Gully,single,3 Bed House,195,520,3156,-37.917932,145.292895,match
Ferntree Gully,single,4 bed house,64,600,3156,-37.917932,145.292895,match
Fitzroy,single,1 Bed Flat,233,475,3065,-37.802608,144.977795,match
